word,association_score,lr_semantic,left_freq,right_freq,total_freq,lr_self_mean_left,lr_self_mean_right,lr_self_mean_weighted,lr_self_mean,eng_word_transl
bürgernah,0.1915202135760161,neutral,2,3,5,3,6,4.8,4.8,citizen-friendly
definieren,0.19240110407048103,neutral,2,3,5,4.5,5.333333333333333,5,5,define
innen,0.19252519045812533,neutral,2,3,5,6,7,6.6,6.6,inside
sowie,0.19327035232489825,neutral,2,3,5,2,4.666666666666667,3.6,3.6,as well as 
verhalten,0.19331961245615545,neutral,4,6,10,3.5,4,3.8,3.8,behave
diktatorisch,0.19352975781420273,neutral,2,3,5,6,4,4.8,4.8,dictatorial
veraltete,0.19372118198222352,neutral,2,3,5,NA,3,NA,3,outdated
fördernd,0.1939542022943345,neutral,2,3,5,2,4.333333333333333,3.4,3.4,encouraging
wirtschaftliche,0.19410915022943043,neutral,11,17,28,4.7272727272727275,6.117647058823529,5.571428571428571,5.571428571428571,economic
liberalen,0.19466461295212073,neutral,2,3,5,5.5,3.6666666666666665,4.4,4.4,liberal
lieber,0.1958060790102668,neutral,2,3,5,7.5,6,6.6,6.6,Dear
hang,0.19603722720337508,neutral,2,3,5,5,2.3333333333333335,3.4,3.4,slope
verständnis,0.197263055624078,neutral,2,3,5,4,5,4.6,4.6,understanding
populisten,0.1973621609237807,neutral,2,3,5,6.5,6.333333333333333,6.4,6.4,populists
schlecht,0.19833051447790065,neutral,2,3,5,6.5,6,6.2,6.2,bad
eher,0.20859341547788576,neutral,28,43,71,4.892857142857143,5.285714285714286,5.130784708249497,5.130784708249497,rather
haltung,0.20956796859509969,neutral,7,11,18,5.142857142857143,4.909090909090909,5,5,attitude
schutz,0.21746661467846196,neutral,10,16,26,2.9,6.6875,5.230769230769231,5.230769230769231,protection
stärkere,0.21797483648396215,neutral,5,8,13,6.2,5,5.461538461538462,5.461538461538462,stronger
kapitalismus,0.2189298150427292,neutral,12,19,31,3.0833333333333335,3.1578947368421053,3.129032258064516,3.129032258064516,capitalism
reichen,0.22068876549689537,neutral,5,8,13,4.4,1.75,2.769230769230769,2.769230769230769,are sufficient
wohl,0.2257760148717173,neutral,5,8,13,3,5.5,4.538461538461538,4.538461538461538,probably
wirtschaft,0.23137293514415208,neutral,45,75,120,4.818181818181818,4.166666666666667,4.410984848484848,4.410984848484848,business
innerhalb,0.2354100427659259,neutral,3,5,8,3.6666666666666665,5.2,4.625,4.625,within
sollen,0.2376358752526373,neutral,3,5,8,5.333333333333333,2.6,3.625,3.625,should
bedeutung,0.23796378859669495,neutral,3,5,8,6.2,6.4,6.325,6.325,meaning
ansichten,0.24080086793777103,neutral,3,5,8,5.333333333333333,6.6,6.125,6.125,views
gegenteil,0.24103189912344167,neutral,3,5,8,4.5,5.6,5.1875,5.1875,opposite
politischer,0.24121290962951025,neutral,3,5,8,3.6666666666666665,3.6,3.625,3.625,political
häufig,0.24129774002181775,neutral,3,5,8,5.333333333333333,6,5.75,5.75,frequently
raus,0.24514383300160256,neutral,3,5,8,6,5.8,5.875,5.875,out
wirtschaftspolitik,0.24725452093222175,neutral,7,12,19,5,4.454545454545454,4.655502392344498,4.655502392344498,economic policy
menschenverachtende,0.24791515416271065,neutral,3,5,8,7,3.8,5,5,inhumane
flüchtlinge,0.24948586200593276,neutral,3,5,8,6,4.5,5.0625,5.0625,refugees
diskriminierung,0.255622742201325,neutral,11,19,30,3.4545454545454546,2.8421052631578947,3.066666666666667,3.066666666666667,discrimination
freiheiten,0.25735305386261076,neutral,4,7,11,6.75,5.285714285714286,5.818181818181818,5.818181818181818,freedoms
erhalten,0.26041823920341584,neutral,4,7,11,4.25,7.428571428571429,6.2727272727272725,6.2727272727272725,receive
privat,0.26812013678031177,neutral,4,7,11,7.25,4.142857142857143,5.2727272727272725,5.2727272727272725,private
gegenüber,0.2802506910529919,neutral,21,38,59,4.476190476190476,4.2105263157894735,4.305084745762712,4.305084745762712,opposite
denkend,0.2818039180416889,neutral,5,9,14,2.8,4.333333333333333,3.7857142857142856,3.7857142857142856,thinking
stark,0.28665943467784216,neutral,6,11,17,5,5.1,5.064705882352941,5.064705882352941,strong
radikal,0.3016255643052142,neutral,9,17,26,7.222222222222222,6,6.423076923076923,6.423076923076923,radical
minderheiten,0.3039860596700542,neutral,15,29,44,3.8,3.586206896551724,3.659090909090909,3.659090909090909,minorities
ablehnung,0.30617170709998,neutral,13,25,38,6.923076923076923,4.4,5.2631578947368425,5.2631578947368425,rejection
leistungsgesellschaft,0.3115594972631131,neutral,1,2,3,7,5.5,6,6,performance-oriented society
deregulierung,0.312718865459222,neutral,1,2,3,8,4,5.333333333333333,5.333333333333333,deregulation
leistungsorientierung,0.3127392247533758,neutral,1,2,3,6,5.5,5.666666666666667,5.666666666666667,performance orientation
leisten,0.3130023744806856,neutral,1,2,3,8,6,6.666666666666667,6.666666666666667,afford
definiert,0.31389952900898604,neutral,1,2,3,NA,2.5,NA,2.5,defined
legitimierung,0.3146720706161727,neutral,1,2,3,6,1,2.6666666666666665,2.6666666666666665,legitimation
erneuerung,0.31467405974261303,neutral,1,2,3,2,4,3.3333333333333335,3.3333333333333335,renewal
zentral,0.3152107728591848,neutral,1,2,3,6,5,5.333333333333333,5.333333333333333,central
wirtschaftlich,0.3156719576747435,neutral,4,8,12,3.75,4.875,4.5,4.5,economically
position,0.3163197693533787,neutral,2,4,6,2.6666666666666665,3,2.888888888888889,2.888888888888889,position
bestimmten,0.3164670817173996,neutral,1,2,3,7,4,5,5,certain
ungerechte,0.31648504235908126,neutral,1,2,3,9,1.5,4,4,unjust
verschiedenheit,0.3165237133172297,neutral,1,2,3,2,4,3.3333333333333335,3.3333333333333335,diversity
gruppe,0.31685572192160566,neutral,4,8,12,6.25,2.375,3.6666666666666665,3.6666666666666665,group
annahme,0.31696448033491575,neutral,1,2,3,2,2.5,2.3333333333333335,2.3333333333333335,assumption
akzeptanz,0.3176369220791796,neutral,2,4,6,2.5,4,3.5,3.5,acceptance
kulturellen,0.31764967588988513,neutral,1,2,3,4,4.5,4.333333333333333,4.333333333333333,cultural
sog,0.3178716975028555,neutral,1,2,3,8,7.5,7.666666666666667,7.666666666666667,so-called
akzeptieren,0.31793540805266435,neutral,1,2,3,2,2.5,2.3333333333333335,2.3333333333333335,accept
hohen,0.3180133350061496,neutral,1,2,3,3,9,7,7,high
richtung,0.31809465517532715,neutral,2,4,6,5.5,4,4.5,4.5,direction
historischen,0.31814040508345437,neutral,1,2,3,9,8.5,8.666666666666666,8.666666666666666,historical
größere,0.3182236558753534,neutral,1,2,3,7,5.5,6,6,larger
beschäftigung,0.31832416526430807,neutral,1,2,3,8,8,8,8,occupation
individuell,0.318383663546361,neutral,1,2,3,6,9,8,8,individually
unserer,0.31846855244238736,neutral,4,8,12,8.5,8.125,8.25,8.25,our
akzeptiert,0.31852214184883815,neutral,1,2,3,8,8,8,8,accepted
setzt,0.3187225170858404,neutral,5,10,15,4.2,4.4,4.333333333333333,4.333333333333333,sets
christliche,0.3188959221084607,neutral,1,2,3,7,7.5,7.333333333333333,7.333333333333333,Christian
unabhängigkeit,0.31899988321682654,neutral,1,2,3,4,7,6,6,independence
freihandel,0.3191807767154574,neutral,1,2,3,6,6,6,6,free trade
wahren,0.3192135387980038,neutral,1,2,3,5,3.5,4,4,true
überlassen,0.3192741486507145,neutral,1,2,3,2,2,2,2,leave
familien,0.3193146332241468,neutral,1,2,3,6,3,4,4,families
geht,0.3194541060898441,neutral,6,12,18,5,5.083333333333333,5.055555555555555,5.055555555555555,goes
ungleichheiten,0.3194672694265815,neutral,1,2,3,3,3.5,3.3333333333333335,3.3333333333333335,inequalities
gerichtet,0.3194819538600085,neutral,1,2,3,7,2.5,4,4,directed
wichtigen,0.31952594865657075,neutral,1,2,3,9,9,9,9,important
ansätze,0.3196379832781355,neutral,1,2,3,9,4.5,6,6,approaches
kapitalistische,0.31971918643987535,neutral,1,2,3,3,2,2.3333333333333335,2.3333333333333335,capitalist
richtige,0.3197965868598911,neutral,1,2,3,3,4,3.6666666666666665,3.6666666666666665,right
vermeintlichen,0.31980290526152505,neutral,1,2,3,6,5.5,5.666666666666667,5.666666666666667,supposed
verschiedener,0.319823557074273,neutral,1,2,3,4,2.5,3,3,various
gewinn,0.3199145888607768,neutral,1,2,3,10,1.5,4.333333333333333,4.333333333333333,profit
ebene,0.3199216678107556,neutral,1,2,3,8,7.5,7.666666666666667,7.666666666666667,level
bestehender,0.32000515261752993,neutral,1,2,3,5,2,3,3,existing
nimmt,0.32001351864932304,neutral,1,2,3,4,6,5.333333333333333,5.333333333333333,takes
nationen,0.3200242248298694,neutral,1,2,3,8,4.5,5.666666666666667,5.666666666666667,nations
ignoranz,0.3201105763188666,neutral,2,4,6,8,2.5,4.333333333333333,4.333333333333333,ignorance
zuzug,0.32011215591927505,neutral,1,2,3,8,8,8,8,immigration
reine,0.32013976967456415,neutral,1,2,3,8,5,6,6,pure
märkte,0.32030012836788474,neutral,1,2,3,4,6.5,5.666666666666667,5.666666666666667,markets
zweifel,0.3203172114537839,neutral,1,2,3,5,5,5,5,doubt
wichtiger,0.3203411394747865,neutral,2,4,6,4.5,5.5,5.166666666666667,5.166666666666667,more important
armen,0.32041696029439376,neutral,1,2,3,7,2.5,4,4,poor
verschiedenen,0.32046300272111516,neutral,1,2,3,8,5,6,6,different
lokal,0.320548067128298,neutral,1,2,3,1,4,3,3,local
demokratischen,0.3207103564443401,neutral,1,2,3,3,8,6.333333333333333,6.333333333333333,democratic
genutzt,0.3208549776372947,neutral,1,2,3,5,5.5,5.333333333333333,5.333333333333333,used
öffnen,0.32092477257386215,neutral,1,2,3,4,5.5,5,5,open
gleichberechtigt,0.3209596992940053,neutral,1,2,3,5,3,3.6666666666666665,3.6666666666666665,equal rights
verteidigung,0.3210149853083023,neutral,1,2,3,4,5,4.666666666666667,4.666666666666667,defense
diktatur,0.3210180275016816,neutral,7,14,21,7.857142857142857,5.142857142857143,6.0476190476190474,6.0476190476190474,dictatorship
jemand,0.32103698270658343,neutral,1,2,3,5,6.5,6,6,someone
gesehen,0.32107465910151173,neutral,2,4,6,5,4.5,4.666666666666667,4.666666666666667,seen
nehmen,0.3212072870321056,neutral,2,4,6,6,5,5.333333333333333,5.333333333333333,take
sowohl,0.32127398127157497,neutral,1,2,3,5,6.5,6,6,as well as
hinsicht,0.321319438661108,neutral,1,2,3,4,6,5.333333333333333,5.333333333333333,respect
negativen,0.32138320771463574,neutral,1,2,3,6,6,6,6,negative
sinne,0.32139789214806275,neutral,5,10,15,4.6,5.555555555555555,5.237037037037037,5.237037037037037,senses
großem,0.32146394284662494,neutral,1,2,3,5,4,4.333333333333333,4.333333333333333,large
neuen,0.3215222710543012,neutral,1,2,3,4,6,5.333333333333333,5.333333333333333,new
verhältnisse,0.32154368341539397,neutral,3,6,9,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,relationships
klassischen,0.32159610274746814,neutral,1,2,3,7,5,5.666666666666667,5.666666666666667,classical
idee,0.3218384836545923,neutral,1,2,3,6,1.5,3,3,idea
gefühle,0.3218879778007248,neutral,1,2,3,1,1.5,1.3333333333333333,1.3333333333333333,feelings
alternativen,0.3219064064721571,neutral,1,2,3,1,7.5,5.333333333333333,5.333333333333333,alternatives
teils,0.32192980795969023,neutral,2,4,6,4,3,3.3333333333333335,3.3333333333333335,part
bezeichne,0.32197555786781745,neutral,1,2,3,7,6,6.333333333333333,6.333333333333333,designate
nationalstaatlichen,0.32223689397984345,neutral,1,2,3,6,6,6,6,nation-state
zentrum,0.3222639226979442,neutral,1,2,3,5,7,6.333333333333333,6.333333333333333,center
bürgerrechten,0.3222645662388513,neutral,1,2,3,7,5.5,6,6,civil rights
lebt,0.32244452367798093,neutral,1,2,3,10,3,5.333333333333333,5.333333333333333,lives
ausgrenz,0.32291752624474385,neutral,1,2,3,6,5,5.333333333333333,5.333333333333333,exclusion
rücken,0.3230460589150194,neutral,1,2,3,3,6,5,5,back
hintergrund,0.3230806931165684,neutral,1,2,3,7,7.5,7.333333333333333,7.333333333333333,background
individium,0.32322788847315165,neutral,1,2,3,5,5,5,5,individual
bedrohung,0.323294582712621,neutral,1,2,3,7,5.5,6,6,threat
parteilichkeit,0.32334928368972965,neutral,1,2,3,3,3,3,3,partisanship
geschlechterrollen,0.3233561871285519,neutral,1,2,3,8,2,4,4,gender roles
derzeit,0.3233941560420744,neutral,1,2,3,6,6.5,6.333333333333333,6.333333333333333,currently
balance,0.3234808000496657,neutral,1,2,3,4,8,6.666666666666667,6.666666666666667,balance
lassen,0.3235484888523552,neutral,3,6,9,5,5.333333333333333,5.222222222222222,5.222222222222222,let
gefahren,0.3236201559079253,neutral,1,2,3,6,7.5,7,7,driven
menschenrechten,0.3236702350912462,neutral,1,2,3,4,2,2.6666666666666665,2.6666666666666665,human rights
inhaltlich,0.32395473867592994,neutral,1,2,3,5,6,5.666666666666667,5.666666666666667,content
konsequent,0.32410263607713913,neutral,1,2,3,2,2.5,2.3333333333333335,2.3333333333333335,consistently
religion,0.32419565699008324,neutral,2,4,6,5,3.5,4,4,religion
ebenso,0.3242022094065925,neutral,1,2,3,8,7.5,7.666666666666667,7.666666666666667,as well
sogar,0.32433039105455513,neutral,2,4,6,5.5,5,5.166666666666667,5.166666666666667,even
ausser,0.32466292619240056,neutral,1,2,3,6,3,4,4,except
tendenzen,0.324683753516305,neutral,2,4,6,7.5,3.75,5,5,tendencies
zulasten,0.3246880242877798,neutral,1,2,3,6,3,4,4,at the expense
verachtung,0.32494169641263865,neutral,1,2,3,9,5.5,6.666666666666667,6.666666666666667,contempt
deckmantel,0.3250726277353864,neutral,1,2,3,7,2,3.6666666666666665,3.6666666666666665,cloak
deshalb,0.32507268623910524,neutral,1,2,3,5,2.5,3.3333333333333335,3.3333333333333335,for this reason
außerdem,0.32518413582348166,neutral,1,2,3,3,8,6.333333333333333,6.333333333333333,aside from that
deutschlands,0.325197299160219,neutral,2,4,6,7.5,6.75,7,7,Germany
medien,0.32544816310657393,neutral,1,2,3,7,6.5,6.666666666666667,6.666666666666667,media
deutscher,0.3255168464724836,neutral,1,2,3,9,6,7,7,German
ausbeutung,0.32563549201427644,neutral,10,20,30,2.2,1.95,2.033333333333333,2.033333333333333,exploitation
wohlstands,0.32570516994340626,neutral,1,2,3,2,2.5,2.3333333333333335,2.3333333333333335,prosperity
frauenquote,0.32578063974070054,neutral,1,2,3,4,7,6,6,women's quota
ablehnen,0.32579070238033975,neutral,2,4,6,3,6.25,5.166666666666667,5.166666666666667,refuse
ängste,0.3258291393236129,neutral,2,4,6,6,6,6,6,fears
unsoziale,0.32615202134785093,neutral,1,2,3,6,3.5,4.333333333333333,4.333333333333333,antisocial
schüren,0.32620783389561736,neutral,4,8,12,7,4.625,5.416666666666667,5.416666666666667,stir up
lügen,0.32632922911219536,neutral,1,2,3,6,3.5,4.333333333333333,4.333333333333333,lie
liberalismus,0.32636204969846055,neutral,1,2,3,6,9,8,8,liberalism
aktiv,0.32663877228853955,neutral,2,4,6,2,4,3.3333333333333335,3.3333333333333335,active
rand,0.3266547438037809,neutral,1,2,3,9,7.5,8,8,edge
patriarchat,0.32669201067267734,neutral,1,2,3,2,3,2.6666666666666665,2.6666666666666665,patriarchy
wähler,0.32687951509153634,neutral,1,2,3,6,6,6,6,voters
reserviert,0.3270345499464432,neutral,1,2,3,6,2.5,3.6666666666666665,3.6666666666666665,reserved
verweigerung,0.3271840269480609,neutral,1,2,3,7,5,5.666666666666667,5.666666666666667,refusal
verhaftet,0.32726680971020927,neutral,2,4,6,5.5,5.25,5.333333333333333,5.333333333333333,arrested
frau,0.3277622192012851,neutral,1,2,3,2,5.5,4.333333333333333,4.333333333333333,woman
risiko,0.3279377303577834,neutral,1,2,3,7,7.5,7.333333333333333,7.333333333333333,risk
homosexuellen,0.3281477002046742,neutral,1,2,3,3,4,3.6666666666666665,3.6666666666666665,homosexual
anti,0.32833772028344305,neutral,1,2,3,4,3,3.3333333333333335,3.3333333333333335,anti
wählbar,0.3285215389680156,neutral,1,2,3,6,6,6,6,selectable
faschistische,0.3285615555116972,neutral,1,2,3,7,4,5,5,fascist
unleserlich,0.32864679543003655,neutral,2,4,6,2,2.75,2.5,2.5,illegible
befürworter,0.3286767493340789,neutral,1,2,3,8,5,6,6,supporters
bekämpft,0.3297103930384162,neutral,1,2,3,8,5.5,6.333333333333333,6.333333333333333,fought
arroganz,0.3313121663563385,neutral,1,2,3,7,3,4.333333333333333,4.333333333333333,arrogance
demokratiefeindlich,0.3325074558358107,neutral,3,6,9,9.333333333333334,4.166666666666667,5.888888888888889,5.888888888888889,anti-democratic
undemokratisch,0.3325793569062562,neutral,4,8,12,7.25,4.25,5.25,5.25,undemocratic
korrupt,0.33274726257930626,neutral,1,2,3,8,4.5,5.666666666666667,5.666666666666667,corrupt
freiheitsliebend,0.3347148596510898,right,1,2,3,2,6,4.666666666666667,4.666666666666667,freedom-loving
menschenhass,0.3373676522778427,right,1,2,3,2,2,2,2,misanthropy
fortschrittsfeindlich,0.34017495322603297,right,1,2,3,9,4,5.666666666666667,5.666666666666667,anti-progressive
zuwanderung,0.34460909204539264,right,8,17,25,7.375,6.882352941176471,7.04,7.04,immigration
eigenen,0.35329725079374397,right,13,28,41,7.153846153846154,4.678571428571429,5.463414634146342,5.463414634146342,own
volk,0.3556313715884949,right,7,15,22,4.714285714285714,5.428571428571429,5.201298701298701,5.201298701298701,people
marktwirtschaft,0.3570657764038764,right,10,22,32,4.8,6.181818181818182,5.75,5.75,market economy
deutschland,0.3586396773184895,right,6,13,19,5.833333333333333,4.923076923076923,5.2105263157894735,5.2105263157894735,Germany
vernunft,0.3672500677759957,right,4,9,13,4.5,8.625,7.355769230769231,7.355769230769231,reason
sicherheit,0.367542410859003,right,20,45,65,3.8,7.166666666666667,6.130769230769231,6.130769230769231,security
eigene,0.37160841931788025,right,8,18,26,6.125,4.444444444444445,4.961538461538462,4.961538461538462,own
gruppen,0.3781170271076332,right,7,16,23,4,3.8125,3.869565217391304,3.869565217391304,groups
individueller,0.3835487367131107,right,3,7,10,6.333333333333333,3.142857142857143,4.1,4.1,individual
rechtsstaat,0.3845346998865993,right,3,7,10,3,7.8,6.36,6.36,constitutional state
werten,0.38543706124587584,right,3,7,10,5.333333333333333,5,5.1,5.1,evaluate
vertretung,0.3872637813627101,right,3,7,10,2.6666666666666665,3.5714285714285716,3.3,3.3,representation
frauen,0.389695137413681,right,3,7,10,3,3,3,3,women
lesbar,0.3927481539809689,right,6,14,20,6.666666666666667,5.615384615384615,5.930769230769231,5.930769230769231,readable
gewalt,0.396515794162078,right,10,24,34,6.444444444444445,2.782608695652174,3.8596192100028417,3.8596192100028417,force
interessen,0.3977410375455926,right,20,48,68,3.789473684210526,4.270833333333333,4.129256965944272,4.129256965944272,interests
deutschen,0.3978462272320539,right,5,12,17,7.8,6.333333333333333,6.764705882352941,6.764705882352941,German
identität,0.4096467208224726,right,4,10,14,7.666666666666667,7.444444444444445,7.507936507936508,7.507936507936508,identity
nationalen,0.41208925108374056,right,2,5,7,7.5,6,6.428571428571429,6.428571428571429,national
eingestellt,0.41865313432190154,right,2,5,7,6.5,5.5,5.785714285714286,5.785714285714286,set
außen,0.41903925886619775,right,2,5,7,1.5,7,5.428571428571429,5.428571428571429,outside
dummheit,0.419172822856293,right,2,5,7,9,3.4,5,5,stupidity
fremdes,0.4205498833901786,right,2,5,7,3,4.6,4.142857142857143,4.142857142857143,foreign
macht,0.4301470683710112,right,5,13,18,6.8,3.923076923076923,4.722222222222222,4.722222222222222,might
kapital,0.43098724027716856,right,5,13,18,3.6,2.8333333333333335,3.0462962962962963,3.0462962962962963,capital
bestehenden,0.4372975583518152,right,3,8,11,2,2.75,2.5454545454545454,2.5454545454545454,existing
gesellschaftsbild,0.4399127915910775,right,3,8,11,4,4.285714285714286,4.207792207792208,4.207792207792208,image of society
ungleichheit,0.4420620537559935,right,14,38,52,2.7857142857142856,2.289473684210526,2.423076923076923,2.423076923076923,inequality
eigenverantwortung,0.4531115841013612,right,15,42,57,7.266666666666667,7.023809523809524,7.087719298245614,7.087719298245614,personal responsibility
erhalt,0.453902972732889,right,4,11,15,3,5.818181818181818,5.066666666666666,5.066666666666666,receipt
rechts,0.470289414373666,right,29,82,111,5.333333333333333,5.556962025316456,5.498536511194739,5.498536511194739,right
leistungsgerechtigkeit,0.4712892561050312,right,2,6,8,8,6.666666666666667,7,7,performance-based justice
lebensgestaltung,0.47665907844181543,right,1,3,4,6,7.333333333333333,7,7,lifestyle
ökonomischen,0.4795250001162761,right,1,3,4,3,3.6666666666666665,3.5,3.5,economic
normen,0.4796038046255438,right,2,6,8,7.5,5.166666666666667,5.75,5.75,standards
bedingungen,0.4798021322323869,right,1,3,4,2,5,4.25,4.25,conditions
leitkultur,0.4799138743353575,right,1,3,4,8,6.666666666666667,7,7,dominant culture
private,0.4805590533466452,right,1,3,4,5,2.6666666666666665,3.25,3.25,private
zeit,0.481458548023699,right,1,3,4,4,7.333333333333333,6.5,6.5,time
bestehende,0.481485810756675,right,1,3,4,10,7.666666666666667,8.25,8.25,existing
lebensformen,0.48184683720559207,right,1,3,4,5,4.666666666666667,4.75,4.75,life forms
unterschieden,0.4821532211811193,right,1,3,4,5,5.333333333333333,5.25,5.25,differentiated
zählt,0.48222769641519336,right,1,3,4,1,3,2.5,2.5,counts
sollten,0.4825886058566727,right,1,3,4,7,5.333333333333333,5.75,5.75,should
priorität,0.4831844077292656,right,1,3,4,8,4.666666666666667,5.5,5.5,priority
nötig,0.4832025438821037,right,1,3,4,2,6,5,5,necessary
auftreten,0.4834485520197955,right,1,3,4,6,3.5,4.125,4.125,appear
einwanderungspolitik,0.4837372093685164,right,1,3,4,1,6.333333333333333,5,5,immigration policy
oftmals,0.4848686127870232,right,1,3,4,5,5,5,5,often
bereich,0.48523753723798263,right,1,3,4,8,7.666666666666667,7.75,7.75,area
problemen,0.4853844985796905,right,1,3,4,7,3.6666666666666665,4.5,4.5,problems
arme,0.48573791954515927,right,1,3,4,2,5,4.25,4.25,poor
erster,0.486612959667741,right,1,3,4,3,5,4.5,4.5,first
wäre,0.48699662705584623,right,1,3,4,3,4,3.75,3.75,were
betonung,0.48708999899110333,right,5,15,20,7,5.214285714285714,5.6607142857142865,5.6607142857142865,emphasis
diffamierung,0.4871965927668166,right,1,3,4,6,5,5.25,5.25,defamation
wirklich,0.4877390977515528,right,1,3,4,3,6.333333333333333,5.5,5.5,really
willkommen,0.4887467073010095,right,1,3,4,7,5.666666666666667,6,6,welcome
eingreifen,0.4889046088381392,right,1,3,4,3,6.666666666666667,5.75,5.75,intervention
betonen,0.4889349722682134,right,1,3,4,8,2.6666666666666665,4,4,emphasize
reicher,0.4891780552199635,right,1,3,4,6,3.6666666666666665,4.25,4.25,richer
böse,0.4893004449997617,right,1,3,4,6,3.6666666666666665,4.25,4.25,evil
schon,0.48988548218808936,right,1,3,4,7,6.333333333333333,6.5,6.5,already
individualismus,0.4900164135108371,right,3,9,12,5,6.222222222222222,5.916666666666667,5.916666666666667,individualism
misstrauen,0.4901309052885928,right,1,3,4,7,4.5,5.125,5.125,distrust
gewaltbereitschaft,0.49061917732597105,right,1,3,4,9,4.666666666666667,5.75,5.75,willingness to use violence
aspekte,0.4911074493633493,right,1,3,4,3,5.666666666666667,5,5,aspects
traditioneller,0.4921541393969863,right,1,3,4,8,7.333333333333333,7.5,7.5,traditional
gewandt,0.49278305437443853,right,1,3,4,5,3.3333333333333335,3.75,3.75,skillful
extremer,0.4930678504777165,right,1,3,4,NA,5.666666666666667,NA,5.666666666666667,extreme
negatives,0.4932658270622466,right,1,3,4,6,4,4.5,4.5,negative
betonend,0.4935299128490576,right,1,3,4,2,4,3.5,3.5,emphasizing
dumm,0.4962506867970943,right,1,3,4,6,4,4.5,4.5,dumb
altbacken,0.4976335391991443,right,1,3,4,4,3.3333333333333335,3.5,3.5,old-fashioned
rücksichtslos,0.49859990362682394,right,1,3,4,7,3,4,4,reckless
förderung,0.5325877300885038,right,4,14,18,4.5,4.714285714285714,4.666666666666667,4.666666666666667,financial support
hierarchien,0.533017264392174,right,2,7,9,2,2.142857142857143,2.111111111111111,2.111111111111111,hierarchies
privilegien,0.5362249062883369,right,2,7,9,4,2.5714285714285716,2.888888888888889,2.888888888888889,privileges
krieg,0.5504804317123716,right,5,18,23,3.2,2.25,2.4565217391304346,2.4565217391304346,war
faschistisch,0.5535633024164905,right,2,7,9,8.5,2,3.4444444444444446,3.4444444444444446,fascist
vorrang,0.566651296226702,right,6,23,29,4.4,3.8260869565217392,3.944827586206897,3.944827586206897,priority
ökonomische,0.5763339469495883,right,1,4,5,4,2.5,2.8,2.8,economic
wahrnehmung,0.5767307776744309,right,1,4,5,7,4.75,5.2,5.2,perception
begrenzung,0.5769410400399159,right,1,4,5,4,7,6.4,6.4,limitation
dienen,0.57727714390461,right,1,4,5,2,6.25,5.4,5.4,serve
stabilität,0.5782643356561942,right,2,8,10,2,7.375,6.3,6.3,stability
bezieht,0.5783257645609685,right,1,4,5,6,4.25,4.6,4.6,refers
allgemeinen,0.5784373311527826,right,1,4,5,6,4.75,5,5,general
sichern,0.5792659193226111,right,1,4,5,2,3.25,3,3,secure
dadurch,0.5793638545479372,right,1,4,5,7,5,5.4,5.4,through this
überwachung,0.5793736246689822,right,4,16,20,6,3.8125,4.25,4.25,surveillance
fokussierung,0.5799772660398987,right,1,4,5,1,1.25,1.2,1.2,focusing
schützen,0.5799938225923283,right,1,4,5,3,5.75,5.2,5.2,protect
grunde,0.5801107715262751,right,1,4,5,8,6.5,6.8,6.8,reasons
konkurrenz,0.580204904009877,right,1,4,5,2,1.5,1.6,1.6,competition
gesinnung,0.5813627511092962,right,1,4,5,9,4.75,5.6,5.6,attitude
intolerant,0.5819691265540062,right,5,19,24,8.4,3.526315789473684,4.541666666666667,4.541666666666667,intolerant
spalten,0.5820896598157934,right,1,4,5,7,3.5,4.2,4.2,split
menschengruppen,0.5821449458300904,right,1,4,5,2,2.5,2.4,2.4,groups of people
ehe,0.5825180240450869,right,2,8,10,7,7,7,7,before
völlig,0.5834395746241406,right,1,4,5,8,6.5,6.8,6.8,fully
volkes,0.5845469330142071,right,1,4,5,3,6.25,5.6,5.6,people
denen,0.5846907936588169,right,1,4,5,4,2.5,2.8,2.8,those
darf,0.5853002268978978,right,1,4,5,7,6.25,6.4,6.4,may
ggü,0.5858073371327402,right,1,4,5,6,4.75,5,5,vs.
natürlich,0.585880174262687,right,1,4,5,7,5.75,6,6,naturally
gleichgesetzt,0.586522135569439,right,1,4,5,7,7.25,7.2,7.2,equated
schuld,0.5870135083039154,right,1,4,5,3,4.75,4.4,4.4,fault
pragmatisch,0.5936486490716146,right,1,4,5,8,7.333333333333333,7.466666666666666,7.466666666666666,pragmatic
antisemitismus,0.5976770981430012,right,4,16,20,3.5,3.5,3.5,3.5,anti-Semitism
leistungsprinzip,0.6000362840064201,right,3,13,16,6,6.384615384615385,6.3125,6.3125,performance principle
gewaltbereit,0.6005647832008677,right,1,4,5,10,4.25,5.4,5.4,violent
nationaler,0.6078399195503661,right,3,13,16,6.666666666666667,5.3076923076923075,5.5625,5.5625,national
weltbild,0.6115567778152493,right,3,13,16,7.666666666666667,4,4.6875,4.6875,worldview
werte,0.6129415594794693,right,8,35,43,5.75,6.764705882352941,6.575923392612859,6.575923392612859,values
recht,0.6156306504055948,right,7,31,38,4.571428571428571,5.655172413793103,5.455535390199636,5.455535390199636,right
nationalstaat,0.6216998707049198,right,2,9,11,5.5,6,5.909090909090909,5.909090909090909,nation-state
sexismus,0.6307771322078553,right,2,9,11,2,2.3333333333333335,2.272727272727273,2.272727272727273,sexism
