...1,id_new,party_cand,lr_self,year,ost,left_desc,right_desc,left_words
871,872,AfD,9,2013,0,diktatur chaos zerstörte wirtschaft islam,freiheit nation familie traditionell christentum,diktatur
871,872,AfD,9,2013,0,diktatur chaos zerstörte wirtschaft islam,freiheit nation familie traditionell christentum,chaos
871,872,AfD,9,2013,0,diktatur chaos zerstörte wirtschaft islam,freiheit nation familie traditionell christentum,wirtschaft
872,873,GRUENE,2,2013,0,umweltbewusst sozialstaatsbefürwortend weltoffen fremdenfreundlich altruistisch,egoistisch intolerant nationalistisch,weltoffen
874,875,FDP,6,2013,0,sozialistisch bis kommunistisch,konservativ bis nationalistisch,sozialistisch
874,875,FDP,6,2013,0,sozialistisch bis kommunistisch,konservativ bis nationalistisch,kommunistisch
875,876,GRUENE,NA,2013,0,offen für fremdes tolerant sozial,konservativ engstirnig rückwärtsgewandt,offen
875,876,GRUENE,NA,2013,0,offen für fremdes tolerant sozial,konservativ engstirnig rückwärtsgewandt,tolerant
875,876,GRUENE,NA,2013,0,offen für fremdes tolerant sozial,konservativ engstirnig rückwärtsgewandt,sozial
876,877,AfD,7,2013,0,staat verstaatlichung unterdrückung antisemitismus bevormundung,ausländerfeindlichkeit antisemitismus unterdrückung moralismus staat unfreiheit bevormundung,staat
876,877,AfD,7,2013,0,staat verstaatlichung unterdrückung antisemitismus bevormundung,ausländerfeindlichkeit antisemitismus unterdrückung moralismus staat unfreiheit bevormundung,verstaatlichung
876,877,AfD,7,2013,0,staat verstaatlichung unterdrückung antisemitismus bevormundung,ausländerfeindlichkeit antisemitismus unterdrückung moralismus staat unfreiheit bevormundung,unterdrückung
876,877,AfD,7,2013,0,staat verstaatlichung unterdrückung antisemitismus bevormundung,ausländerfeindlichkeit antisemitismus unterdrückung moralismus staat unfreiheit bevormundung,antisemitismus
876,877,AfD,7,2013,0,staat verstaatlichung unterdrückung antisemitismus bevormundung,ausländerfeindlichkeit antisemitismus unterdrückung moralismus staat unfreiheit bevormundung,bevormundung
877,878,DIE LINKE,3,2013,0,am menschen orientiert,an der wirtschaft orientiert,mensch
878,879,GRUENE,4,2013,0,der staat regelt allesviel international individuelle freiheit,der markt regelt alles viel national gesellschaftl konventionen,staat
878,879,GRUENE,4,2013,0,der staat regelt allesviel international individuelle freiheit,der markt regelt alles viel national gesellschaftl konventionen,international
878,879,GRUENE,4,2013,0,der staat regelt allesviel international individuelle freiheit,der markt regelt alles viel national gesellschaftl konventionen,individuelle
878,879,GRUENE,4,2013,0,der staat regelt allesviel international individuelle freiheit,der markt regelt alles viel national gesellschaftl konventionen,freiheit
881,882,AfD,6,2013,0,enteignung bevormundung bestrafung der leistungsträger zentralisation entdemokratisierung denkverbotepolitical correctness moralisierung entmachtung des souveräns richtungsänderung ohne legitimierung linke grüne cdu,förderung v großkonzernen ausländerhass vetternwirtschaft  vorteilnahme radikalismus faschismus bekämpfung von minderheiten protektionismus csurepublnpd,enteignung
881,882,AfD,6,2013,0,enteignung bevormundung bestrafung der leistungsträger zentralisation entdemokratisierung denkverbotepolitical correctness moralisierung entmachtung des souveräns richtungsänderung ohne legitimierung linke grüne cdu,förderung v großkonzernen ausländerhass vetternwirtschaft  vorteilnahme radikalismus faschismus bekämpfung von minderheiten protektionismus csurepublnpd,bevormundung
881,882,AfD,6,2013,0,enteignung bevormundung bestrafung der leistungsträger zentralisation entdemokratisierung denkverbotepolitical correctness moralisierung entmachtung des souveräns richtungsänderung ohne legitimierung linke grüne cdu,förderung v großkonzernen ausländerhass vetternwirtschaft  vorteilnahme radikalismus faschismus bekämpfung von minderheiten protektionismus csurepublnpd,links
882,883,SPD,4,2013,0,umwelt sozial menschenrechte vor wirtschaftsinteressen gerechte bildungschancen umverteilung von oben nach unten,bewahrend nationalorientiert wirtschaft vor umwelt schwacher staat fordern vor fördern,umwelt
882,883,SPD,4,2013,0,umwelt sozial menschenrechte vor wirtschaftsinteressen gerechte bildungschancen umverteilung von oben nach unten,bewahrend nationalorientiert wirtschaft vor umwelt schwacher staat fordern vor fördern,sozial
882,883,SPD,4,2013,0,umwelt sozial menschenrechte vor wirtschaftsinteressen gerechte bildungschancen umverteilung von oben nach unten,bewahrend nationalorientiert wirtschaft vor umwelt schwacher staat fordern vor fördern,menschenrechte
882,883,SPD,4,2013,0,umwelt sozial menschenrechte vor wirtschaftsinteressen gerechte bildungschancen umverteilung von oben nach unten,bewahrend nationalorientiert wirtschaft vor umwelt schwacher staat fordern vor fördern,gerecht
882,883,SPD,4,2013,0,umwelt sozial menschenrechte vor wirtschaftsinteressen gerechte bildungschancen umverteilung von oben nach unten,bewahrend nationalorientiert wirtschaft vor umwelt schwacher staat fordern vor fördern,bildungschancen
882,883,SPD,4,2013,0,umwelt sozial menschenrechte vor wirtschaftsinteressen gerechte bildungschancen umverteilung von oben nach unten,bewahrend nationalorientiert wirtschaft vor umwelt schwacher staat fordern vor fördern,umverteilung
883,884,DIE LINKE,2,2013,0,soziale gerechtigkeit gegen krieg und faschismus nachhaltigkeit ökol u ökonom zukunftsvisionen,stillstand lobbyismus beliebigkeit kapitalistisch käuflichkeit spaltung der gesellschaft ausgrenzung,sozial
883,884,DIE LINKE,2,2013,0,soziale gerechtigkeit gegen krieg und faschismus nachhaltigkeit ökol u ökonom zukunftsvisionen,stillstand lobbyismus beliebigkeit kapitalistisch käuflichkeit spaltung der gesellschaft ausgrenzung,gerechtigkeit
883,884,DIE LINKE,2,2013,0,soziale gerechtigkeit gegen krieg und faschismus nachhaltigkeit ökol u ökonom zukunftsvisionen,stillstand lobbyismus beliebigkeit kapitalistisch käuflichkeit spaltung der gesellschaft ausgrenzung,krieg
883,884,DIE LINKE,2,2013,0,soziale gerechtigkeit gegen krieg und faschismus nachhaltigkeit ökol u ökonom zukunftsvisionen,stillstand lobbyismus beliebigkeit kapitalistisch käuflichkeit spaltung der gesellschaft ausgrenzung,faschismus
883,884,DIE LINKE,2,2013,0,soziale gerechtigkeit gegen krieg und faschismus nachhaltigkeit ökol u ökonom zukunftsvisionen,stillstand lobbyismus beliebigkeit kapitalistisch käuflichkeit spaltung der gesellschaft ausgrenzung,nachhaltigkeit
884,885,PIRATEN,4,2013,0,soziale gerechtigkeit chancengleichheit inklusion,finanzeliten lobbyismus benachteiligung bestimmter bevölkerungsgruppen,sozial
884,885,PIRATEN,4,2013,0,soziale gerechtigkeit chancengleichheit inklusion,finanzeliten lobbyismus benachteiligung bestimmter bevölkerungsgruppen,gerechtigkeit
884,885,PIRATEN,4,2013,0,soziale gerechtigkeit chancengleichheit inklusion,finanzeliten lobbyismus benachteiligung bestimmter bevölkerungsgruppen,chancengleichheit
885,886,DIE LINKE,4,2013,1,die linke,npd republikaner,links
886,887,PIRATEN,5,2013,1,sozial gemeinschaft steht über individuum,national konservativ,sozial
886,887,PIRATEN,5,2013,1,sozial gemeinschaft steht über individuum,national konservativ,gemeinschaft
886,887,PIRATEN,5,2013,1,sozial gemeinschaft steht über individuum,national konservativ,individuum
887,888,AfD,10,2013,1,entmündigung und sozialisierung wirtschaftliche unvernunft umerziehung dogmatische belehrungen wasser predigen und wein trinken utopien welche werde die menschliche natur noch die wissenschaftlichen realitäten anerkennt,für werte wie familie vaterland und einem gesunden patriotismus wirtschaftliche vernunft pragmatische außen und europapolitik für selbstbestimmung und demokratie wirtschaftliche vernunft und zielorientierte bildungspolitik für ein europa,wirtschaft
888,889,CDU,8,2013,1,demokratisch etatismus der staat kann es besser als die leute bestimmung der politik von absolut gesetzten zielen her wie umweltschutz gleichheit verteilungsgerechtigkeit,demokratisch eigenverantwortung freiheit und solidarität wertebindung vorsichtiger verantwortlicher pragmatismus,demokratisch
888,889,CDU,8,2013,1,demokratisch etatismus der staat kann es besser als die leute bestimmung der politik von absolut gesetzten zielen her wie umweltschutz gleichheit verteilungsgerechtigkeit,demokratisch eigenverantwortung freiheit und solidarität wertebindung vorsichtiger verantwortlicher pragmatismus,staat
888,889,CDU,8,2013,1,demokratisch etatismus der staat kann es besser als die leute bestimmung der politik von absolut gesetzten zielen her wie umweltschutz gleichheit verteilungsgerechtigkeit,demokratisch eigenverantwortung freiheit und solidarität wertebindung vorsichtiger verantwortlicher pragmatismus,politik
888,889,CDU,8,2013,1,demokratisch etatismus der staat kann es besser als die leute bestimmung der politik von absolut gesetzten zielen her wie umweltschutz gleichheit verteilungsgerechtigkeit,demokratisch eigenverantwortung freiheit und solidarität wertebindung vorsichtiger verantwortlicher pragmatismus,umweltschutz
888,889,CDU,8,2013,1,demokratisch etatismus der staat kann es besser als die leute bestimmung der politik von absolut gesetzten zielen her wie umweltschutz gleichheit verteilungsgerechtigkeit,demokratisch eigenverantwortung freiheit und solidarität wertebindung vorsichtiger verantwortlicher pragmatismus,gleichheit
890,891,SPD,3,2013,1,mindestlohn npdverbot umverteilung mitbestimmung mehr demokratie,elitebildung primat der ökonomie keine doppelte staatsbürgerschaft keine volksbegehren,umverteilung
890,891,SPD,3,2013,1,mindestlohn npdverbot umverteilung mitbestimmung mehr demokratie,elitebildung primat der ökonomie keine doppelte staatsbürgerschaft keine volksbegehren,mitbestimmung
890,891,SPD,3,2013,1,mindestlohn npdverbot umverteilung mitbestimmung mehr demokratie,elitebildung primat der ökonomie keine doppelte staatsbürgerschaft keine volksbegehren,demokratie
892,893,DIE LINKE,2,2013,1,soziale gerechtigkeit antimilitarismus direktdemokratisch omanzipativ,obrigkeitsstaatlich konservatives familienbild vorrang nationaler interessen sozial spaltend,sozial
892,893,DIE LINKE,2,2013,1,soziale gerechtigkeit antimilitarismus direktdemokratisch omanzipativ,obrigkeitsstaatlich konservatives familienbild vorrang nationaler interessen sozial spaltend,gerechtigkeit
893,894,GRUENE,3,2013,1,toleranz und am gemeinwohl interessiert,wachstumsgläubigkeit steht vor dem allgemeinwohl konservativ,toleranz
893,894,GRUENE,3,2013,1,toleranz und am gemeinwohl interessiert,wachstumsgläubigkeit steht vor dem allgemeinwohl konservativ,gemeinwohl
894,895,SPD,4,2013,1,sozial gerecht solidarisch,konservativ traditionell setzt auf eigenverantwortlichkeit und wenig auf solidarität,sozial
894,895,SPD,4,2013,1,sozial gerecht solidarisch,konservativ traditionell setzt auf eigenverantwortlichkeit und wenig auf solidarität,gerecht
894,895,SPD,4,2013,1,sozial gerecht solidarisch,konservativ traditionell setzt auf eigenverantwortlichkeit und wenig auf solidarität,solidarität
895,896,AfD,6,2013,1,links und rechts ist schubladendenken,alle punkte sollten neutral und uneingenommen betrachtet werden,links
896,897,CDU,9,2013,1,staatlich durchorganisiertes gemeinwesen ideologische schulbildung umverteilung gleichmachererei neiddebatten regulierungswahn eingriffsverwaltung,subsidiarität freiheit soziale sicherung unternehmerfreundlichkeit soziale marktwirtschaft solidaritätwertebewusstsein toleranz ordnungspolitik,umverteilung
897,898,FDP,6,2013,1,ganz links stehen für mich sozialisten wie die linke die grünen und linken extremisten beginnen tut links für mich mit der spd insbesondere die linken vorstellungen sind für mich als ehem ddrbürger ein einziger horror,rechts ist für mich das gesamte menschenverachtende und rassistisch veranlagte politische gedankengut natürlich die sog rechten parteien wobei man die entstehung zb der nsdap als arbeiterpartei nicht unterschätzen darf wahrscheinlich,links
897,898,FDP,6,2013,1,ganz links stehen für mich sozialisten wie die linke die grünen und linken extremisten beginnen tut links für mich mit der spd insbesondere die linken vorstellungen sind für mich als ehem ddrbürger ein einziger horror,rechts ist für mich das gesamte menschenverachtende und rassistisch veranlagte politische gedankengut natürlich die sog rechten parteien wobei man die entstehung zb der nsdap als arbeiterpartei nicht unterschätzen darf wahrscheinlich,links
897,898,FDP,6,2013,1,ganz links stehen für mich sozialisten wie die linke die grünen und linken extremisten beginnen tut links für mich mit der spd insbesondere die linken vorstellungen sind für mich als ehem ddrbürger ein einziger horror,rechts ist für mich das gesamte menschenverachtende und rassistisch veranlagte politische gedankengut natürlich die sog rechten parteien wobei man die entstehung zb der nsdap als arbeiterpartei nicht unterschätzen darf wahrscheinlich,links
897,898,FDP,6,2013,1,ganz links stehen für mich sozialisten wie die linke die grünen und linken extremisten beginnen tut links für mich mit der spd insbesondere die linken vorstellungen sind für mich als ehem ddrbürger ein einziger horror,rechts ist für mich das gesamte menschenverachtende und rassistisch veranlagte politische gedankengut natürlich die sog rechten parteien wobei man die entstehung zb der nsdap als arbeiterpartei nicht unterschätzen darf wahrscheinlich,links
897,898,FDP,6,2013,1,ganz links stehen für mich sozialisten wie die linke die grünen und linken extremisten beginnen tut links für mich mit der spd insbesondere die linken vorstellungen sind für mich als ehem ddrbürger ein einziger horror,rechts ist für mich das gesamte menschenverachtende und rassistisch veranlagte politische gedankengut natürlich die sog rechten parteien wobei man die entstehung zb der nsdap als arbeiterpartei nicht unterschätzen darf wahrscheinlich,links
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,frieden
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,sozial
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,gerechtigkeit
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,demokratie
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,toleranz
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,weltoffenheit
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,umweltschutz
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,nachhaltigkeit
898,899,DIE LINKE,1,2013,1,frieden soziale gerechtigkeit mehr demokratie toleranz weltoffenheit umweltschutz nachhaltigkeit vernunft liebe spiritualität kritisches denken,hass krieg gewalt verfolgung von ethnischen minderheiten und andersdenkenden judenfeindlichkeit und islamophobie gleichschaltung faschismus neue weltordnung,vernunft
899,900,GRUENE,6,2013,1,gemeinwohl kultur und bildung offene gesellschaft grundeinkommen,humankapital anschlußverwendung egoismus denken in einfachen vorurteilen,gemeinwohl
899,900,GRUENE,6,2013,1,gemeinwohl kultur und bildung offene gesellschaft grundeinkommen,humankapital anschlußverwendung egoismus denken in einfachen vorurteilen,kultur
899,900,GRUENE,6,2013,1,gemeinwohl kultur und bildung offene gesellschaft grundeinkommen,humankapital anschlußverwendung egoismus denken in einfachen vorurteilen,bildung
899,900,GRUENE,6,2013,1,gemeinwohl kultur und bildung offene gesellschaft grundeinkommen,humankapital anschlußverwendung egoismus denken in einfachen vorurteilen,offen
899,900,GRUENE,6,2013,1,gemeinwohl kultur und bildung offene gesellschaft grundeinkommen,humankapital anschlußverwendung egoismus denken in einfachen vorurteilen,gesellschaft
899,900,GRUENE,6,2013,1,gemeinwohl kultur und bildung offene gesellschaft grundeinkommen,humankapital anschlußverwendung egoismus denken in einfachen vorurteilen,grundeinkommen
900,901,FDP,5,2017,1,kollektivismus,nationalismus und konservativismus,kollektivismus
901,902,GRUENE,2,2017,1,menschenrechte,nationalismus,menschenrechte
902,903,DIE LINKE,3,2017,1,gleichberechtigung der menschen sozialökologischer umbau und friedenspolitik,ausgrenzung ungleichheit reaktionäres familienbild gewalt,gleichberechtigung
902,903,DIE LINKE,3,2017,1,gleichberechtigung der menschen sozialökologischer umbau und friedenspolitik,ausgrenzung ungleichheit reaktionäres familienbild gewalt,mensch
902,903,DIE LINKE,3,2017,1,gleichberechtigung der menschen sozialökologischer umbau und friedenspolitik,ausgrenzung ungleichheit reaktionäres familienbild gewalt,friedenspolitik
903,904,DIE LINKE,2,2017,1,soz gerechtigkeit gg kriegseinsätze weltoffenh,nationalismus fremdenfeindlichkeit rassismus,sozial
903,904,DIE LINKE,2,2017,1,soz gerechtigkeit gg kriegseinsätze weltoffenh,nationalismus fremdenfeindlichkeit rassismus,gerechtigkeit
906,907,SPD,6,2017,1,mittlerweile sehr weltoffen grenzenlos soziale gleichheit für alle offen für kulturen u religionen,auf die innenpolitik beschränkt grenzen sichern eigene kultur über alles stellen keine toleranz für das fremde im eigenen land,weltoffen
906,907,SPD,6,2017,1,mittlerweile sehr weltoffen grenzenlos soziale gleichheit für alle offen für kulturen u religionen,auf die innenpolitik beschränkt grenzen sichern eigene kultur über alles stellen keine toleranz für das fremde im eigenen land,sozial
906,907,SPD,6,2017,1,mittlerweile sehr weltoffen grenzenlos soziale gleichheit für alle offen für kulturen u religionen,auf die innenpolitik beschränkt grenzen sichern eigene kultur über alles stellen keine toleranz für das fremde im eigenen land,gleichheit
906,907,SPD,6,2017,1,mittlerweile sehr weltoffen grenzenlos soziale gleichheit für alle offen für kulturen u religionen,auf die innenpolitik beschränkt grenzen sichern eigene kultur über alles stellen keine toleranz für das fremde im eigenen land,offen
908,909,GRUENE,5,2017,1,vofür für linke parteien stehen  zb die linke dkp,wofür für rechte parteiten stehen zb afd npd,links
908,909,GRUENE,5,2017,1,vofür für linke parteien stehen  zb die linke dkp,wofür für rechte parteiten stehen zb afd npd,parteien
908,909,GRUENE,5,2017,1,vofür für linke parteien stehen  zb die linke dkp,wofür für rechte parteiten stehen zb afd npd,links
909,910,CDU,9,2017,1,verteilen,konservativ,verteilen
910,911,AfD,8,2017,1,indeologie mehr staat bevormundung des bürgers,patriot heimat freie meinung,staat
910,911,AfD,8,2017,1,indeologie mehr staat bevormundung des bürgers,patriot heimat freie meinung,bevormundung
911,912,DIE LINKE,2,2017,1,soziale gerechtigkeit  konsequente friedenspolitik ökologie vollendete demokratie,agfreundlich frauenfeindlich militaristisch klimaleugner ausländerfeindlich,sozial
911,912,DIE LINKE,2,2017,1,soziale gerechtigkeit  konsequente friedenspolitik ökologie vollendete demokratie,agfreundlich frauenfeindlich militaristisch klimaleugner ausländerfeindlich,gerechtigkeit
911,912,DIE LINKE,2,2017,1,soziale gerechtigkeit  konsequente friedenspolitik ökologie vollendete demokratie,agfreundlich frauenfeindlich militaristisch klimaleugner ausländerfeindlich,friedenspolitik
911,912,DIE LINKE,2,2017,1,soziale gerechtigkeit  konsequente friedenspolitik ökologie vollendete demokratie,agfreundlich frauenfeindlich militaristisch klimaleugner ausländerfeindlich,demokratie
912,913,FDP,6,2017,1,soziale gerechtigkeit in den vordergrund und zur maxime des allgemeinen handelns definieren,hervorhebung völkischer und individueller interessen bei negierung von alternativen lebensmodellen,sozial
912,913,FDP,6,2017,1,soziale gerechtigkeit in den vordergrund und zur maxime des allgemeinen handelns definieren,hervorhebung völkischer und individueller interessen bei negierung von alternativen lebensmodellen,gerechtigkeit
913,914,GRUENE,4,2017,1,toleranz weltoffen solidarisch,engstirnig ängstlich konservativ rückwärtsgewandt,toleranz
913,914,GRUENE,4,2017,1,toleranz weltoffen solidarisch,engstirnig ängstlich konservativ rückwärtsgewandt,weltoffen
913,914,GRUENE,4,2017,1,toleranz weltoffen solidarisch,engstirnig ängstlich konservativ rückwärtsgewandt,solidarität
914,915,AfD,3,2017,1,extremismus gewalt verblendung multikulti staatsfeindlich,diffamierung aller demokrat kräfte die sich nicht dem linken spektrum zuordnen lassen und deshalb gesell geächtet und unwählbar gemacht werden müssen,gewalt
914,915,AfD,3,2017,1,extremismus gewalt verblendung multikulti staatsfeindlich,diffamierung aller demokrat kräfte die sich nicht dem linken spektrum zuordnen lassen und deshalb gesell geächtet und unwählbar gemacht werden müssen,multikulti
915,916,DIE LINKE,2,2017,1,kapitalismuskritik und weltoffenheit,neoliberalismus und nationalismus,weltoffenheit
916,917,GRUENE,6,2017,1,die linke antifaschismus,afd identbewegung pegida legida,links
917,918,DIE LINKE,2,2017,1,soziale gerechtigkeit soziale sicherheit ökologische nachhaltigkeit bekämpfung arbeitslosigkeit bildungschancen internationalismus frieden,nationalismus fremdenfeindlichkeit und rassismus reichtumspflege aufrüstung und krieg zurück vor,sozial
917,918,DIE LINKE,2,2017,1,soziale gerechtigkeit soziale sicherheit ökologische nachhaltigkeit bekämpfung arbeitslosigkeit bildungschancen internationalismus frieden,nationalismus fremdenfeindlichkeit und rassismus reichtumspflege aufrüstung und krieg zurück vor,gerechtigkeit
917,918,DIE LINKE,2,2017,1,soziale gerechtigkeit soziale sicherheit ökologische nachhaltigkeit bekämpfung arbeitslosigkeit bildungschancen internationalismus frieden,nationalismus fremdenfeindlichkeit und rassismus reichtumspflege aufrüstung und krieg zurück vor,sozial
917,918,DIE LINKE,2,2017,1,soziale gerechtigkeit soziale sicherheit ökologische nachhaltigkeit bekämpfung arbeitslosigkeit bildungschancen internationalismus frieden,nationalismus fremdenfeindlichkeit und rassismus reichtumspflege aufrüstung und krieg zurück vor,sicherheit
917,918,DIE LINKE,2,2017,1,soziale gerechtigkeit soziale sicherheit ökologische nachhaltigkeit bekämpfung arbeitslosigkeit bildungschancen internationalismus frieden,nationalismus fremdenfeindlichkeit und rassismus reichtumspflege aufrüstung und krieg zurück vor,nachhaltigkeit
917,918,DIE LINKE,2,2017,1,soziale gerechtigkeit soziale sicherheit ökologische nachhaltigkeit bekämpfung arbeitslosigkeit bildungschancen internationalismus frieden,nationalismus fremdenfeindlichkeit und rassismus reichtumspflege aufrüstung und krieg zurück vor,bildungschancen
917,918,DIE LINKE,2,2017,1,soziale gerechtigkeit soziale sicherheit ökologische nachhaltigkeit bekämpfung arbeitslosigkeit bildungschancen internationalismus frieden,nationalismus fremdenfeindlichkeit und rassismus reichtumspflege aufrüstung und krieg zurück vor,internationalismus
917,918,DIE LINKE,2,2017,1,soziale gerechtigkeit soziale sicherheit ökologische nachhaltigkeit bekämpfung arbeitslosigkeit bildungschancen internationalismus frieden,nationalismus fremdenfeindlichkeit und rassismus reichtumspflege aufrüstung und krieg zurück vor,frieden
918,919,FDP,6,2017,1,thematisch bestimmtes kollektivistisches weltbild,nationalistisch bestimmtes kollektivistisches weltbild,weltbild
919,920,SPD,3,2017,1,progressiv solidarisch inklusiv humanistisch,konservativ neoliberal schlanker staat,progressiv
919,920,SPD,3,2017,1,progressiv solidarisch inklusiv humanistisch,konservativ neoliberal schlanker staat,solidarität
920,921,DIE LINKE,2,2017,1,solidarität weltoffenheit demokratie gleichheit freiheit,reserviertheit ausgrenzung leistungsideologie soziale ungleichheit autoritarismus konservativismus religiösität,solidarität
920,921,DIE LINKE,2,2017,1,solidarität weltoffenheit demokratie gleichheit freiheit,reserviertheit ausgrenzung leistungsideologie soziale ungleichheit autoritarismus konservativismus religiösität,weltoffenheit
920,921,DIE LINKE,2,2017,1,solidarität weltoffenheit demokratie gleichheit freiheit,reserviertheit ausgrenzung leistungsideologie soziale ungleichheit autoritarismus konservativismus religiösität,demokratie
920,921,DIE LINKE,2,2017,1,solidarität weltoffenheit demokratie gleichheit freiheit,reserviertheit ausgrenzung leistungsideologie soziale ungleichheit autoritarismus konservativismus religiösität,gleichheit
920,921,DIE LINKE,2,2017,1,solidarität weltoffenheit demokratie gleichheit freiheit,reserviertheit ausgrenzung leistungsideologie soziale ungleichheit autoritarismus konservativismus religiösität,freiheit
921,922,DIE LINKE,1,2017,1,für eine sozialökologische gerechte politik,wertkonserv abschottende u ausschl politik,gerecht
921,922,DIE LINKE,1,2017,1,für eine sozialökologische gerechte politik,wertkonserv abschottende u ausschl politik,politik
924,925,SPD,5,2017,1,soziale absicherungmehr verteilvoben nach unten,niedrige steuernstaatsabbau konservweltbild,sozial
925,926,CDU,6,2017,1,vergesellschaftung veigentum gleichheit,nation schützen  stärken abgrenzung,gleichheit
927,928,DIE LINKE,3,2017,1,selbstbestimmung demokratie solidarität weltoffenheit frieden soziales kultur veränderungsbereit,ausgrenzung menschenfeindlichkeit kriege und gewalt ausbeutung rückwärtsgewandt,selbstbestimmung
927,928,DIE LINKE,3,2017,1,selbstbestimmung demokratie solidarität weltoffenheit frieden soziales kultur veränderungsbereit,ausgrenzung menschenfeindlichkeit kriege und gewalt ausbeutung rückwärtsgewandt,demokratie
927,928,DIE LINKE,3,2017,1,selbstbestimmung demokratie solidarität weltoffenheit frieden soziales kultur veränderungsbereit,ausgrenzung menschenfeindlichkeit kriege und gewalt ausbeutung rückwärtsgewandt,solidarität
927,928,DIE LINKE,3,2017,1,selbstbestimmung demokratie solidarität weltoffenheit frieden soziales kultur veränderungsbereit,ausgrenzung menschenfeindlichkeit kriege und gewalt ausbeutung rückwärtsgewandt,weltoffenheit
927,928,DIE LINKE,3,2017,1,selbstbestimmung demokratie solidarität weltoffenheit frieden soziales kultur veränderungsbereit,ausgrenzung menschenfeindlichkeit kriege und gewalt ausbeutung rückwärtsgewandt,frieden
927,928,DIE LINKE,3,2017,1,selbstbestimmung demokratie solidarität weltoffenheit frieden soziales kultur veränderungsbereit,ausgrenzung menschenfeindlichkeit kriege und gewalt ausbeutung rückwärtsgewandt,sozial
927,928,DIE LINKE,3,2017,1,selbstbestimmung demokratie solidarität weltoffenheit frieden soziales kultur veränderungsbereit,ausgrenzung menschenfeindlichkeit kriege und gewalt ausbeutung rückwärtsgewandt,kultur
928,929,GRUENE,3,2017,1,weltoffen gemeinwohlorientiert zukunftsbezogen für die schwachen eintreten sich für die einsetzen die keine eigene stimme haben,law and order ausgrenzung andersartiger bestehen auf prinzipien angstmache abschottung misstrauen,weltoffen
928,929,GRUENE,3,2017,1,weltoffen gemeinwohlorientiert zukunftsbezogen für die schwachen eintreten sich für die einsetzen die keine eigene stimme haben,law and order ausgrenzung andersartiger bestehen auf prinzipien angstmache abschottung misstrauen,eigene
929,930,SPD,3,2017,1,soz zusammenhalt gerechtigkgl bildungschancen,stillstand eigennutz vorgemeinnutz ausgrenzung,sozial
929,930,SPD,3,2017,1,soz zusammenhalt gerechtigkgl bildungschancen,stillstand eigennutz vorgemeinnutz ausgrenzung,bildungschancen
931,932,GRUENE,4,2017,1,menschlichkeit gemeinwohl,nationalismus abschottung ausgrenzung diskriminierung,gemeinwohl
932,933,SPD,5,2017,1,vertrauen in demokratische prozesse soziale gerechtigkeit,konservativ national orientiert wunsch nach starkem staat,sozial
932,933,SPD,5,2017,1,vertrauen in demokratische prozesse soziale gerechtigkeit,konservativ national orientiert wunsch nach starkem staat,gerechtigkeit
