...1,id_new,party_cand,lr_self,year,ost,left_desc,right_desc,right_words
1098,1099,FDP,5,2017,0,umverteilung von einkommen raffgier von politikern  sozialromantik bevormundung von bürgern oktruyierung von richtig und falsch gleichmacherei wird mit gerechtigkeit verwechselt schwächen von eigenverantwortung bildung von abhängigk,ausländerfeindlich traditionell konservativ populistisch alles nur die öffentliche wahrnehmung allg sprachgebrauch nicht auf den ursprung von rechts bezogen,populistisch
1100,1101,GRUENE,4,2017,0,progressive politik die auf veränderung setzt die welt verbessert und chancengleichheit ermöglicht,festhalten am status quo obgleich sich die welt drumherum täglich weiter entwickelt und auf besitzstandswahrung aus ist,festhalten
1100,1101,GRUENE,4,2017,0,progressive politik die auf veränderung setzt die welt verbessert und chancengleichheit ermöglicht,festhalten am status quo obgleich sich die welt drumherum täglich weiter entwickelt und auf besitzstandswahrung aus ist,welt
1101,1102,GRUENE,3,2017,0,stellt die frage nach dem guten leben für alle menschen auf der welt heute und in zukunft und kämpft für klimaschutz gerechtigkeit und ein gutes miteinander,versucht zu bewahren was jetzt ist stärkt die starken setzt wirtschaft an die höchste priorität,stark
1101,1102,GRUENE,3,2017,0,stellt die frage nach dem guten leben für alle menschen auf der welt heute und in zukunft und kämpft für klimaschutz gerechtigkeit und ein gutes miteinander,versucht zu bewahren was jetzt ist stärkt die starken setzt wirtschaft an die höchste priorität,wirtschaft
1104,1105,DIE LINKE,2,2017,0,solidarisch ökologisch konsequent sozial selbstbewusst geschlechtergerecht,rassistisch  männerdominiert unmtertanengeist reaktionär spießig,rassistisch
1104,1105,DIE LINKE,2,2017,0,solidarisch ökologisch konsequent sozial selbstbewusst geschlechtergerecht,rassistisch  männerdominiert unmtertanengeist reaktionär spießig,reaktionär
1105,1106,AfD,10,2017,0,gegen ein sicheres u gutfunktionierendes deutschl,ordnung absicherung altersversorgung heimatgef,ordnung
1105,1106,AfD,10,2017,0,gegen ein sicheres u gutfunktionierendes deutschl,ordnung absicherung altersversorgung heimatgef,sicherheit
1106,1107,CDU,7,2017,0,hohe sozialleistungen gegen bundeswehreinsatz,zuwanderungskontrolle eigenverantwortlichkeit,eigenverantwortung
1107,1108,AfD,11,2017,0,mainstream intoleranzgewalt gleichmacherei,mitte der gesellschaft,mitte
1107,1108,AfD,11,2017,0,mainstream intoleranzgewalt gleichmacherei,mitte der gesellschaft,gesellschaft
1109,1110,CDU,5,2017,0,staatswirtschaftlich und anarchistisch,liberträrwirtschaftlich und autoritär,autoritär
1110,1111,GRUENE,2,2017,0,hinwendung zu gerechtigkeit grundsätzliche befürwortung von wirtschaftlicher politischer und sozialer gleichheit,autoritarismus ablehnung von minderheiten wirtschaftsliberalismus,ablehnung
1110,1111,GRUENE,2,2017,0,hinwendung zu gerechtigkeit grundsätzliche befürwortung von wirtschaftlicher politischer und sozialer gleichheit,autoritarismus ablehnung von minderheiten wirtschaftsliberalismus,minderheiten
1111,1112,AfD,11,2017,0,one wold no borderno nation  gleichmacherei,traditionelle familie volkgeschischtsbewusstsein,familie
1112,1113,FDP,7,2017,0,staatsgläubigkeit,nationalismus,nationalismus
1113,1114,GRUENE,3,2017,0,offgesellschaft sozgerechtigkeit gleichberecht,nationalismus konservativprotektionismus,nationalismus
1115,1116,AfD,9,2017,0,idiologoie,konservativ,konservativ
1117,1118,SPD,3,2017,0,solidarität miteinander soziales offenheit,abschaltung egoismus recht d störkeren popul,egoismus
1117,1118,SPD,3,2017,0,solidarität miteinander soziales offenheit,abschaltung egoismus recht d störkeren popul,recht
1118,1119,DIE LINKE,2,2017,0,fortschritt gerechtigkeit frieden,ausgrenzung rückwärtsgewandheit rassismus nationalismus ablehnung von universellen menschenrechten marktextremismus,ausgrenzung
1118,1119,DIE LINKE,2,2017,0,fortschritt gerechtigkeit frieden,ausgrenzung rückwärtsgewandheit rassismus nationalismus ablehnung von universellen menschenrechten marktextremismus,rassismus
1118,1119,DIE LINKE,2,2017,0,fortschritt gerechtigkeit frieden,ausgrenzung rückwärtsgewandheit rassismus nationalismus ablehnung von universellen menschenrechten marktextremismus,nationalismus
1118,1119,DIE LINKE,2,2017,0,fortschritt gerechtigkeit frieden,ausgrenzung rückwärtsgewandheit rassismus nationalismus ablehnung von universellen menschenrechten marktextremismus,ablehnung
1119,1120,AfD,7,2017,0,idealisierte vorstellung vom menschen alle sind gleich und gut umverteilung ist erforderlich um die armen zu unterstützen israelfeindlich gleichmacherei in schulen statt individuelle stärken und schwächen anzuerkennen und personenbezoge,nationalstaat fördernd unterschiedlichkeit des menschen und seiner religionen bejahend,mensch
1122,1123,DIE LINKE,1,2017,0,solidarität gerechtigkeit ohne frieden nicht mögl,angst nationalismus engstirnigkeit fremdenhass,angst
1122,1123,DIE LINKE,1,2017,0,solidarität gerechtigkeit ohne frieden nicht mögl,angst nationalismus engstirnigkeit fremdenhass,nationalismus
1122,1123,DIE LINKE,1,2017,0,solidarität gerechtigkeit ohne frieden nicht mögl,angst nationalismus engstirnigkeit fremdenhass,fremdenhass
1126,1127,SPD,3,2017,0,internationalistisch auf sozialen und ökonomischen ausgleich ausgerichtet,nationalistisch abgrenzend unterschiedlichen status  und wertigkeit bewahrend bzw ausbauend,nationalistisch
1126,1127,SPD,3,2017,0,internationalistisch auf sozialen und ökonomischen ausgleich ausgerichtet,nationalistisch abgrenzend unterschiedlichen status  und wertigkeit bewahrend bzw ausbauend,bewahrend
1127,1128,DIE LINKE,2,2017,0,sozial,national,national
1128,1129,CDU,6,2017,0,staatl regelungbevormundung angl gerechtigkeit,nationalistisches gedankengut nationalstaat,gedankengut
1129,1130,FDP,8,2017,0,für einen staat der sehr weitgehend in nahezu alle persönlichen lebensbereiche eingreift mit dem ziel menschen zu unterstützen aber auch zu lenken,für einen staat der viele starre regeln und grenzen schafft und in der folge wenig raum für individuelle entwicklung und fortschritt lässt weil er den menschen zu wenig zutrauen ihnen sogar misstraut,staat
1129,1130,FDP,8,2017,0,für einen staat der sehr weitgehend in nahezu alle persönlichen lebensbereiche eingreift mit dem ziel menschen zu unterstützen aber auch zu lenken,für einen staat der viele starre regeln und grenzen schafft und in der folge wenig raum für individuelle entwicklung und fortschritt lässt weil er den menschen zu wenig zutrauen ihnen sogar misstraut,grenzen
1129,1130,FDP,8,2017,0,für einen staat der sehr weitgehend in nahezu alle persönlichen lebensbereiche eingreift mit dem ziel menschen zu unterstützen aber auch zu lenken,für einen staat der viele starre regeln und grenzen schafft und in der folge wenig raum für individuelle entwicklung und fortschritt lässt weil er den menschen zu wenig zutrauen ihnen sogar misstraut,individuelle
1129,1130,FDP,8,2017,0,für einen staat der sehr weitgehend in nahezu alle persönlichen lebensbereiche eingreift mit dem ziel menschen zu unterstützen aber auch zu lenken,für einen staat der viele starre regeln und grenzen schafft und in der folge wenig raum für individuelle entwicklung und fortschritt lässt weil er den menschen zu wenig zutrauen ihnen sogar misstraut,fortschritt
1129,1130,FDP,8,2017,0,für einen staat der sehr weitgehend in nahezu alle persönlichen lebensbereiche eingreift mit dem ziel menschen zu unterstützen aber auch zu lenken,für einen staat der viele starre regeln und grenzen schafft und in der folge wenig raum für individuelle entwicklung und fortschritt lässt weil er den menschen zu wenig zutrauen ihnen sogar misstraut,mensch
1130,1131,SPD,3,2017,0,NA,intoleranz,intoleranz
1132,1133,GRUENE,5,2017,0,die begriffe entsprechen nicht mehr der realität,extrem links und extrem rechts,extrem
1132,1133,GRUENE,5,2017,0,die begriffe entsprechen nicht mehr der realität,extrem links und extrem rechts,links
1132,1133,GRUENE,5,2017,0,die begriffe entsprechen nicht mehr der realität,extrem links und extrem rechts,extrem
1133,1134,DIE LINKE,1,2017,0,gleiche rechte für alle menschen global soziale und ökologische gerechtigkeit,die einen leben gut auf kosten von anderen,leben
1133,1134,DIE LINKE,1,2017,0,gleiche rechte für alle menschen global soziale und ökologische gerechtigkeit,die einen leben gut auf kosten von anderen,gut
1134,1135,DIE LINKE,2,2017,0,soziale gerechtigkeit reichtumverteilg friedensp,nationale abschottung ausgrenzg v minderheiten,national
1134,1135,DIE LINKE,2,2017,0,soziale gerechtigkeit reichtumverteilg friedensp,nationale abschottung ausgrenzg v minderheiten,abschottung
1134,1135,DIE LINKE,2,2017,0,soziale gerechtigkeit reichtumverteilg friedensp,nationale abschottung ausgrenzg v minderheiten,minderheiten
1135,1136,SPD,3,2017,0,progressiv weltoffen,konservativ bewahrend,konservativ
1135,1136,SPD,3,2017,0,progressiv weltoffen,konservativ bewahrend,bewahrend
1136,1137,CDU,5,2017,0,gleichmacherei d individium verliert an wichtigk,gedankengut  idiologie der nszeit primitiv,gedankengut
1138,1139,SPD,5,2017,0,freiheit statt sicherheit mehr staatl kontrolle,sicherheit statt freiheit freieres wirtschaften,sicherheit
1138,1139,SPD,5,2017,0,freiheit statt sicherheit mehr staatl kontrolle,sicherheit statt freiheit freieres wirtschaften,freiheit
1140,1141,DIE LINKE,2,2017,0,orientierung am allgemeinwohl als grundsätzlicher wert klima und menschen haben vorrang vor wirtschaftlichen interessen,ausgrenzung gewalt gegen andere absolute freiheit und vorrang wirtschaftlicher interessen nur das wohl des einzelnen  ist wichtig,ausgrenzung
1140,1141,DIE LINKE,2,2017,0,orientierung am allgemeinwohl als grundsätzlicher wert klima und menschen haben vorrang vor wirtschaftlichen interessen,ausgrenzung gewalt gegen andere absolute freiheit und vorrang wirtschaftlicher interessen nur das wohl des einzelnen  ist wichtig,gewalt
1140,1141,DIE LINKE,2,2017,0,orientierung am allgemeinwohl als grundsätzlicher wert klima und menschen haben vorrang vor wirtschaftlichen interessen,ausgrenzung gewalt gegen andere absolute freiheit und vorrang wirtschaftlicher interessen nur das wohl des einzelnen  ist wichtig,freiheit
1140,1141,DIE LINKE,2,2017,0,orientierung am allgemeinwohl als grundsätzlicher wert klima und menschen haben vorrang vor wirtschaftlichen interessen,ausgrenzung gewalt gegen andere absolute freiheit und vorrang wirtschaftlicher interessen nur das wohl des einzelnen  ist wichtig,vorrang
1140,1141,DIE LINKE,2,2017,0,orientierung am allgemeinwohl als grundsätzlicher wert klima und menschen haben vorrang vor wirtschaftlichen interessen,ausgrenzung gewalt gegen andere absolute freiheit und vorrang wirtschaftlicher interessen nur das wohl des einzelnen  ist wichtig,interessen
1140,1141,DIE LINKE,2,2017,0,orientierung am allgemeinwohl als grundsätzlicher wert klima und menschen haben vorrang vor wirtschaftlichen interessen,ausgrenzung gewalt gegen andere absolute freiheit und vorrang wirtschaftlicher interessen nur das wohl des einzelnen  ist wichtig,einzelnen
1141,1142,DIE LINKE,2,2017,0,emanzipatorisch solidarisinternationalistisch,diktatorisch ausschliessend fremdenfeindlich,fremdenfeindlich
1142,1143,GRUENE,3,2017,0,fortschrittlich weltoffen  und sozial,rückwärtsgewandt nationalistisch und unsozial,rückwärtsgewandt
1142,1143,GRUENE,3,2017,0,fortschrittlich weltoffen  und sozial,rückwärtsgewandt nationalistisch und unsozial,nationalistisch
1142,1143,GRUENE,3,2017,0,fortschrittlich weltoffen  und sozial,rückwärtsgewandt nationalistisch und unsozial,unsozial
1143,1144,FDP,8,2017,0,ist im grunde das gleiche verstaatlichung kollektivierung sozialisierung,ist im grunde das gleiche verstaatlichung kollektivierung sozialisierung,gleich
1143,1144,FDP,8,2017,0,ist im grunde das gleiche verstaatlichung kollektivierung sozialisierung,ist im grunde das gleiche verstaatlichung kollektivierung sozialisierung,verstaatlichung
1145,1146,AfD,6,2017,0,sozialismuskommunismus  unbeschränktes zuzugs und aufenthaltsrecht für alle,marktwirtschaft  kein unbeschränktes zuzugs und aufenthaltsrecht für alle,marktwirtschaft
1148,1149,SPD,4,2017,0,tlw bevormundend liberal sozial,nationalismus nationalkonservativ  egoistisch populismus rassistisch,nationalismus
1148,1149,SPD,4,2017,0,tlw bevormundend liberal sozial,nationalismus nationalkonservativ  egoistisch populismus rassistisch,egoistisch
1148,1149,SPD,4,2017,0,tlw bevormundend liberal sozial,nationalismus nationalkonservativ  egoistisch populismus rassistisch,populismus
1148,1149,SPD,4,2017,0,tlw bevormundend liberal sozial,nationalismus nationalkonservativ  egoistisch populismus rassistisch,rassistisch
1149,1150,DIE LINKE,1,2017,0,kampf um soziale gerechtigkeit,rassismus,rassismus
1150,1151,GRUENE,1,2017,0,sich um andere menschen kümmern alle gut leben,mir ist alles egal hauptsache mir gehr es gut,gut
1151,1152,GRUENE,NA,2017,0,offene gesellschaft moralische katin d politk,starker staat wenig persönliche freiheit,stark
1151,1152,GRUENE,NA,2017,0,offene gesellschaft moralische katin d politk,starker staat wenig persönliche freiheit,staat
1151,1152,GRUENE,NA,2017,0,offene gesellschaft moralische katin d politk,starker staat wenig persönliche freiheit,freiheit
1153,1154,CDU,8,2017,1,zentralismus entscheidungen ddstaat bürokratie,regionalität subsidiarität eigenverantwortung,subsidiarität
1153,1154,CDU,8,2017,1,zentralismus entscheidungen ddstaat bürokratie,regionalität subsidiarität eigenverantwortung,eigenverantwortung
1154,1155,FDP,5,2017,0,progressiv,konservativ,konservativ
1156,1157,FDP,6,2017,0,stärkere soziale alimentierung steuerpolitik mit dem ziel der enteignung,fremdenfeindlichkeit nationalistisches denken,fremdenfeindlichkeit
1157,1158,SPD,3,2017,0,solidarisch weltoffen,rückwärtsgewandt egosistisch weltfremd,rückwärtsgewandt
1158,1159,FDP,6,2017,0,gleichschaltung,abgrenzung,abgrenzung
1159,1160,DIE LINKE,2,2017,0,sozial,egoistisch,egoistisch
1160,1161,AfD,7,2017,0,ideologische handlungen  oft zum nachteil deutsch,konservativ bewahrend pragmatisch natiointeres,konservativ
1160,1161,AfD,7,2017,0,ideologische handlungen  oft zum nachteil deutsch,konservativ bewahrend pragmatisch natiointeres,bewahrend
1161,1162,FDP,6,2017,0,sozialistisch,nationalistisch,nationalistisch
1162,1163,GRUENE,3,2017,0,sozial engagiert gerecht kapitalismus kritisch,völkisch nationalistisch gegen einwanderung,nationalistisch
1164,1165,SPD,5,2017,0,streben nach einer solidaritätsgesellschaft,konservatives nationales weltbild,konservativ
1164,1165,SPD,5,2017,0,streben nach einer solidaritätsgesellschaft,konservatives nationales weltbild,weltbild
1165,1166,AfD,11,2017,0,bevormundg d bürgers intoleranz multikulti,konservativ abwägend,konservativ
1166,1167,DIE LINKE,2,2017,0,gerechtigkeit und frieden,ausgrenzung und profitmaximierung,ausgrenzung
1167,1168,GRUENE,3,2017,0,progressiv solidarisch leider manch verbissen,konservativ unflexibel rückwärtsgewandt,konservativ
1167,1168,GRUENE,3,2017,0,progressiv solidarisch leider manch verbissen,konservativ unflexibel rückwärtsgewandt,rückwärtsgewandt
1168,1169,AfD,8,2017,0,autifa radikal rechtsundgesetzwidrig,bürgerliche mitte,mitte
1169,1170,SPD,3,2017,0,progressivoffenwunsch ngerechtigkeitfortschrit,nationalistischegoistischmöglwenig staat,staat
1170,1171,AfD,9,2017,0,genderwahn offene grenzen unkontr zuwanderung,funkt rechtsstaat heimat vaterland sicherheit,rechtsstaat
1170,1171,AfD,9,2017,0,genderwahn offene grenzen unkontr zuwanderung,funkt rechtsstaat heimat vaterland sicherheit,heimat
1170,1171,AfD,9,2017,0,genderwahn offene grenzen unkontr zuwanderung,funkt rechtsstaat heimat vaterland sicherheit,sicherheit
1173,1174,AfD,10,2017,1,auflösd nationl identitätfortschr islamisier,kampf gegen links,kampf
1173,1174,AfD,10,2017,1,auflösd nationl identitätfortschr islamisier,kampf gegen links,links
1174,1175,FDP,4,2017,1,staatlzwangarbeitnpolitikwirtschaftsinkompeten,nationale abschottungfremdenfeindlichkeit,national
1175,1176,AfD,11,2017,1,umverteilung verbote und zwänge anarchie gewalt,leistungsprinzip selbstbewusstsein recht uordnung,leistungsprinzip
1175,1176,AfD,11,2017,1,umverteilung verbote und zwänge anarchie gewalt,leistungsprinzip selbstbewusstsein recht uordnung,recht
1176,1177,SPD,3,2017,1,optimismus glauben an das gute teilweise naiv,egoismus engstirnigkeit,egoismus
1177,1178,AfD,11,2017,1,weltoffen intolerant faschistisch teilweise demokratiefeindlich grundgesetz abelehnend,rechtsstaatlich nationalbewusst heimatliebend grundgesetzachtend tolerant demokratisch,rechtsstaatlich
1177,1178,AfD,11,2017,1,weltoffen intolerant faschistisch teilweise demokratiefeindlich grundgesetz abelehnend,rechtsstaatlich nationalbewusst heimatliebend grundgesetzachtend tolerant demokratisch,tolerant
1177,1178,AfD,11,2017,1,weltoffen intolerant faschistisch teilweise demokratiefeindlich grundgesetz abelehnend,rechtsstaatlich nationalbewusst heimatliebend grundgesetzachtend tolerant demokratisch,demokratisch
1178,1179,FDP,6,2017,1,sozialistische wertevorstellungen,konservative wertevorstellungen,konservativ
1179,1180,DIE LINKE,2,2017,1,friedenspolitik menschenwürde chancengleichheit,populismus hass hetze gewalt ausgrenzung,populismus
1179,1180,DIE LINKE,2,2017,1,friedenspolitik menschenwürde chancengleichheit,populismus hass hetze gewalt ausgrenzung,hass
1179,1180,DIE LINKE,2,2017,1,friedenspolitik menschenwürde chancengleichheit,populismus hass hetze gewalt ausgrenzung,hetze
1179,1180,DIE LINKE,2,2017,1,friedenspolitik menschenwürde chancengleichheit,populismus hass hetze gewalt ausgrenzung,gewalt
1179,1180,DIE LINKE,2,2017,1,friedenspolitik menschenwürde chancengleichheit,populismus hass hetze gewalt ausgrenzung,ausgrenzung
1180,1181,FDP,6,2017,1,gleicher anspruch für alle erwirtschaft durch leistungsträger,polemisieren durch angst an den wirklichen interessen der menschen vorbei,angst
1180,1181,FDP,6,2017,1,gleicher anspruch für alle erwirtschaft durch leistungsträger,polemisieren durch angst an den wirklichen interessen der menschen vorbei,interessen
1180,1181,FDP,6,2017,1,gleicher anspruch für alle erwirtschaft durch leistungsträger,polemisieren durch angst an den wirklichen interessen der menschen vorbei,mensch
1181,1182,CDU,7,2017,1,anarchie kommunismus in der extreme ansonsten gleichmachereit gleichheit vor freiheit gegen das privateigentum gerichtet,nationalismus diktatur in der extreme ansonsten liberal freiheit vor gleichheit marktwirtschaft,nationalismus
1181,1182,CDU,7,2017,1,anarchie kommunismus in der extreme ansonsten gleichmachereit gleichheit vor freiheit gegen das privateigentum gerichtet,nationalismus diktatur in der extreme ansonsten liberal freiheit vor gleichheit marktwirtschaft,diktatur
1181,1182,CDU,7,2017,1,anarchie kommunismus in der extreme ansonsten gleichmachereit gleichheit vor freiheit gegen das privateigentum gerichtet,nationalismus diktatur in der extreme ansonsten liberal freiheit vor gleichheit marktwirtschaft,liberal
1181,1182,CDU,7,2017,1,anarchie kommunismus in der extreme ansonsten gleichmachereit gleichheit vor freiheit gegen das privateigentum gerichtet,nationalismus diktatur in der extreme ansonsten liberal freiheit vor gleichheit marktwirtschaft,freiheit
1181,1182,CDU,7,2017,1,anarchie kommunismus in der extreme ansonsten gleichmachereit gleichheit vor freiheit gegen das privateigentum gerichtet,nationalismus diktatur in der extreme ansonsten liberal freiheit vor gleichheit marktwirtschaft,gleichheit
1181,1182,CDU,7,2017,1,anarchie kommunismus in der extreme ansonsten gleichmachereit gleichheit vor freiheit gegen das privateigentum gerichtet,nationalismus diktatur in der extreme ansonsten liberal freiheit vor gleichheit marktwirtschaft,marktwirtschaft
1182,1183,AfD,8,2017,1,hass auf deutschland multikultiralismus,erhaltung des staates    schutz des souveräns,staat
1182,1183,AfD,8,2017,1,hass auf deutschland multikultiralismus,erhaltung des staates    schutz des souveräns,schutz
1183,1184,FDP,6,2017,0,gewerkschaften,afd,AfD
1184,1185,SPD,3,2017,0,soziales offenheit,wirtschaft abschottung,wirtschaft
1184,1185,SPD,3,2017,0,soziales offenheit,wirtschaft abschottung,abschottung
1187,1188,AfD,10,2017,0,progressiv das bestehende zerstören und eine neue gesellschaft formen,konservativ das bestehende und das sich bewährte bewahren und erhalten recht ordnung und frieden sowie freiheit erhalten,konservativ
1187,1188,AfD,10,2017,0,progressiv das bestehende zerstören und eine neue gesellschaft formen,konservativ das bestehende und das sich bewährte bewahren und erhalten recht ordnung und frieden sowie freiheit erhalten,recht
1187,1188,AfD,10,2017,0,progressiv das bestehende zerstören und eine neue gesellschaft formen,konservativ das bestehende und das sich bewährte bewahren und erhalten recht ordnung und frieden sowie freiheit erhalten,ordnung
1187,1188,AfD,10,2017,0,progressiv das bestehende zerstören und eine neue gesellschaft formen,konservativ das bestehende und das sich bewährte bewahren und erhalten recht ordnung und frieden sowie freiheit erhalten,frieden
1187,1188,AfD,10,2017,0,progressiv das bestehende zerstören und eine neue gesellschaft formen,konservativ das bestehende und das sich bewährte bewahren und erhalten recht ordnung und frieden sowie freiheit erhalten,freiheit
1188,1189,FDP,6,2017,0,übertriebene soziale absicherung,intoleranz ablehnung von allem was anders ist,intoleranz
1188,1189,FDP,6,2017,0,übertriebene soziale absicherung,intoleranz ablehnung von allem was anders ist,ablehnung
1189,1190,GRUENE,3,2017,0,sozial weltoffen experimentierfreudig,egoistisch rückwärts gewand konservativ religiös,egoistisch
1189,1190,GRUENE,3,2017,0,sozial weltoffen experimentierfreudig,egoistisch rückwärts gewand konservativ religiös,konservativ
1190,1191,FDP,5,2017,0,soziale gerechtigkeit,nationalismus,nationalismus
1191,1192,SPD,4,2017,0,freiheit gerechtigkeit solidarität bildungschancen,repression ausgrenzung sozfragen ignnationalismu,ausgrenzung
1192,1193,AfD,10,2017,0,umverteilung steuererhöhung bevormundung multikulti drogenfreigabe bildungskatastrophe,leistungsprinzip humanistische bildung wertschätzung der familie  konservative werte patriotismus,leistungsprinzip
1192,1193,AfD,10,2017,0,umverteilung steuererhöhung bevormundung multikulti drogenfreigabe bildungskatastrophe,leistungsprinzip humanistische bildung wertschätzung der familie  konservative werte patriotismus,bildung
1192,1193,AfD,10,2017,0,umverteilung steuererhöhung bevormundung multikulti drogenfreigabe bildungskatastrophe,leistungsprinzip humanistische bildung wertschätzung der familie  konservative werte patriotismus,familie
1192,1193,AfD,10,2017,0,umverteilung steuererhöhung bevormundung multikulti drogenfreigabe bildungskatastrophe,leistungsprinzip humanistische bildung wertschätzung der familie  konservative werte patriotismus,konservativ
1192,1193,AfD,10,2017,0,umverteilung steuererhöhung bevormundung multikulti drogenfreigabe bildungskatastrophe,leistungsprinzip humanistische bildung wertschätzung der familie  konservative werte patriotismus,werte
1192,1193,AfD,10,2017,0,umverteilung steuererhöhung bevormundung multikulti drogenfreigabe bildungskatastrophe,leistungsprinzip humanistische bildung wertschätzung der familie  konservative werte patriotismus,patriotismus
1193,1194,GRUENE,2,2017,0,sozial weltoffen tolerantökologisch werte erhalten,egoistisch engstirnig neoliberal rassistisch,egoistisch
1193,1194,GRUENE,2,2017,0,sozial weltoffen tolerantökologisch werte erhalten,egoistisch engstirnig neoliberal rassistisch,neoliberal
1193,1194,GRUENE,2,2017,0,sozial weltoffen tolerantökologisch werte erhalten,egoistisch engstirnig neoliberal rassistisch,rassistisch
1195,1196,DIE LINKE,2,2017,0,weltoffen sozial,rassismus sozialabbau intoleranz,rassismus
1195,1196,DIE LINKE,2,2017,0,weltoffen sozial,rassismus sozialabbau intoleranz,intoleranz
1197,1198,GRUENE,2,2017,0,off gesellschaft freiheit nachhaltigkeit,hass gewalt antisemitismus rassismus empathiel,hass
1197,1198,GRUENE,2,2017,0,off gesellschaft freiheit nachhaltigkeit,hass gewalt antisemitismus rassismus empathiel,gewalt
1197,1198,GRUENE,2,2017,0,off gesellschaft freiheit nachhaltigkeit,hass gewalt antisemitismus rassismus empathiel,antisemitismus
1197,1198,GRUENE,2,2017,0,off gesellschaft freiheit nachhaltigkeit,hass gewalt antisemitismus rassismus empathiel,rassismus
1199,1200,FDP,7,2017,0,umverteilung,konservativ,konservativ
1201,1202,FDP,6,2017,0,umverteilung von oben nach unten fremdbestimmung planunglenkung durch den staat,völkisch national antieuropäisch postfaktisch,national
1202,1203,DIE LINKE,2,2017,0,empathie solidarität soz gerechtigkeit pur,eigennutz u ellenbogen hass u hetze,hass
1202,1203,DIE LINKE,2,2017,0,empathie solidarität soz gerechtigkeit pur,eigennutz u ellenbogen hass u hetze,hetze
1203,1204,SPD,5,2017,0,gleichberechtigung umverteilung ausgleich chancengleichheit gerechtigkeit,statuserhalt veränderungsaversion nation,nation
1206,1207,SPD,4,2017,0,lohngerechtigkeit gleichheitrespekt aller mensch,starke ungleichheit ausgrenzung v gruppen,stark
1206,1207,SPD,4,2017,0,lohngerechtigkeit gleichheitrespekt aller mensch,starke ungleichheit ausgrenzung v gruppen,ungleichheit
1206,1207,SPD,4,2017,0,lohngerechtigkeit gleichheitrespekt aller mensch,starke ungleichheit ausgrenzung v gruppen,ausgrenzung
1206,1207,SPD,4,2017,0,lohngerechtigkeit gleichheitrespekt aller mensch,starke ungleichheit ausgrenzung v gruppen,gruppen
1207,1208,GRUENE,3,2017,0,gleiche rechte chancen teilhabe globale verantwortung,national konservativ,national
1207,1208,GRUENE,3,2017,0,gleiche rechte chancen teilhabe globale verantwortung,national konservativ,konservativ
1208,1209,FDP,5,2017,0,der staat und unternehmen übernehmen volle verantwortung für bürger geringes zutun der bürger erforderlich denn ein sehr engmaschiges soziales netz fängt auf,fremdenfeindlich  eufeindlich konservativ stark abschottend nicht weltoffen,fremdenfeindlich
1208,1209,FDP,5,2017,0,der staat und unternehmen übernehmen volle verantwortung für bürger geringes zutun der bürger erforderlich denn ein sehr engmaschiges soziales netz fängt auf,fremdenfeindlich  eufeindlich konservativ stark abschottend nicht weltoffen,konservativ
1208,1209,FDP,5,2017,0,der staat und unternehmen übernehmen volle verantwortung für bürger geringes zutun der bürger erforderlich denn ein sehr engmaschiges soziales netz fängt auf,fremdenfeindlich  eufeindlich konservativ stark abschottend nicht weltoffen,stark
1208,1209,FDP,5,2017,0,der staat und unternehmen übernehmen volle verantwortung für bürger geringes zutun der bürger erforderlich denn ein sehr engmaschiges soziales netz fängt auf,fremdenfeindlich  eufeindlich konservativ stark abschottend nicht weltoffen,weltoffen
1209,1210,GRUENE,3,2017,0,sozial solidarisch offen,elitär egoistisch aggressiv,egoistisch
1211,1212,DIE LINKE,2,2017,0,solidarität soz ausgleich einsatz f lobbylose,unsolidarisch konservativ wirtschaftsfreundlich,konservativ
1211,1212,DIE LINKE,2,2017,0,solidarität soz ausgleich einsatz f lobbylose,unsolidarisch konservativ wirtschaftsfreundlich,wirtschaftsfreundlich
1212,1213,SPD,4,2017,0,gerechtigkeit,markt,markt
1214,1215,CDU,6,2017,0,umverteilung,innere sicherheit,innere
1214,1215,CDU,6,2017,0,umverteilung,innere sicherheit,sicherheit
1216,1217,SPD,5,2017,0,soziale ausrichtg mitmenschlichk toleranz,rassismus abschottung eigennutz,rassismus
1216,1217,SPD,5,2017,0,soziale ausrichtg mitmenschlichk toleranz,rassismus abschottung eigennutz,abschottung
1217,1218,FDP,9,2017,0,soziale weltverbesserer,sicherheit und ordnung,sicherheit
1217,1218,FDP,9,2017,0,soziale weltverbesserer,sicherheit und ordnung,ordnung
1218,1219,DIE LINKE,2,2017,0,sozial inklusiv friedlich nachhaltig revolutionär,diskriminierend ausgrenzend asozial kriegstreibend populistisch,ausgrenzung
1218,1219,DIE LINKE,2,2017,0,sozial inklusiv friedlich nachhaltig revolutionär,diskriminierend ausgrenzend asozial kriegstreibend populistisch,populistisch
1220,1221,FDP,5,2017,0,dirigistisch  soziale gerechtigkeit gleichheit,konservatives weltbild national orientiert,konservativ
1220,1221,FDP,5,2017,0,dirigistisch  soziale gerechtigkeit gleichheit,konservatives weltbild national orientiert,weltbild
1220,1221,FDP,5,2017,0,dirigistisch  soziale gerechtigkeit gleichheit,konservatives weltbild national orientiert,national
1221,1222,AfD,9,2017,0,zerstörung weltfremdheit ideologie verfall aufgabe naivität,fortschritt verantwortung gestaltung erhaltung rechtsstaatlichkeit,fortschritt
